dataSource,value_O_wells,units_wells,value_O_heads,units_heads,value_O_drains,units_drains,Zone_1,Zone_2,Zone_3,Zone_4,Zone_5,Zone_6,Zone_7,Zone_8,Zone_9,Zone_10,Zone_11
4409b889f4c7c1d896a45e1f332ca789.csv,3290000000,ft3 (total for entire model),781.09357,feet (monthly average),18.113409,cfs,2,1.5,1.9,2,0.8,1.6,2,0.8,2,2,1.9
440e5a318662555a5f6c455536eff433.csv,1890000000,ft3 (total for entire model),788.5817,feet (monthly average),19.650526,cfs,2,1.5,2,2,1.9,2,1.8,0.7,1.8,2,0.5
440f582f4aa5a10055fef1bdae9f1930.csv,3240000000,ft3 (total for entire model),781.98334,feet (monthly average),18.138067,cfs,1.4,1.5,2,1.9,1.9,1.9,2,0.8,2,1.9,1.8
440ff65e7587065e390546da2ff5a775.csv,3310000000,ft3 (total for entire model),780.96155,feet (monthly average),18.056742,cfs,1.9,1.5,2,2,2,1.9,2,0.7,1.9,1.9,2
441b766a4fcbe67d7536b58b4aa2dccc.csv,3280000000,ft3 (total for entire model),781.112,feet (monthly average),18.12644,cfs,1.9,1.5,2,1.9,1.9,1.8,1.9,0.7,1.2,2,2
4425906b6cbbf02c0c51ab201f261df7.csv,3200000000,ft3 (total for entire model),781.8699,feet (monthly average),18.09749,cfs,2,1.9,2,1.1,1.9,1.9,2,0.7,1.9,1.9,1.9
442acfd632ec53643f4f5770642d71ba.csv,3150000000,ft3 (total for entire model),782.68286,feet (monthly average),18.418205,cfs,1.9,0.5,2,1.9,1.9,2,1.8,0.6,1.8,2,2
44396e51bf3f728171782f3e972be36a.csv,3130000000,ft3 (total for entire model),781.90454,feet (monthly average),18.257397,cfs,2,1.5,1.9,2,2,2,1.9,0.7,1.6,2,1.8
44447e6f7678a05f6cf3d909ffdfcf2d.csv,3240000000,ft3 (total for entire model),781.4656,feet (monthly average),18.128273,cfs,2,1.5,1.4,1.9,1.9,1.9,2,0.8,1.9,2,1.8
44466c1fb3802ffb3b14cdc4cfb82b30.csv,3290000000,ft3 (total for entire model),781.0344,feet (monthly average),18.1569,cfs,1.9,1.5,1.9,0.8,2,1.2,2,0.8,2,2,2
44491ce4be84342a0d2bd0b1d663818a.csv,3100000000,ft3 (total for entire model),781.8677,feet (monthly average),18.265455,cfs,2,1.5,1.9,0.7,1.9,2,2,0.7,2,2,1.8
444b61ea705e09e3a69bee4b6dd6394b.csv,3210000000,ft3 (total for entire model),781.43866,feet (monthly average),18.169931,cfs,2,1.5,1.9,1.9,1.7,1.9,2,0.7,2,2,1.9
4457c5d275d44e5e2246c1f1df574709.csv,2110000000,ft3 (total for entire model),787.88617,feet (monthly average),19.337128,cfs,2,1.9,1.9,1.9,2,2,2,0.7,1.9,2,0.7
4458cca9d175391a39de5653d8114571.csv,3240000000,ft3 (total for entire model),781.377,feet (monthly average),18.200485,cfs,1.9,1.5,2,2,2,1.5,1.9,0.7,2,2,2
4478a4465079ede342f02a1b264205fd.csv,3310000000,ft3 (total for entire model),781.8069,feet (monthly average),18.124487,cfs,2,1.9,1.2,2,2,1,2,0.8,2,2,2
4482f4ddffd61246e892af208dd98962.csv,3340000000,ft3 (total for entire model),781.06665,feet (monthly average),18.145933,cfs,2,1.1,2,2,1.9,1.4,2,0.8,2,1.9,2
4498ba909a9a3887dbf5038241522b68.csv,3290000000,ft3 (total for entire model),781.1309,feet (monthly average),18.117231,cfs,1.9,1.4,2,1.9,1.9,1.8,2,0.7,2,2,2
44a078608fae227f65d227e9abf566a9.csv,3180000000,ft3 (total for entire model),781.41815,feet (monthly average),18.185202,cfs,2,1.5,2,0.9,1.9,1.9,2,0.7,2,2,1.9
44bae8a964c6cec6d9f92438c899736c.csv,3290000000,ft3 (total for entire model),781.64166,feet (monthly average),18.05145,cfs,2,1.9,2,2,1.9,1.5,1.9,0.8,1.9,2,1.9
44bc7f824bf0d6ebf00556d2b8d99be8.csv,4150000000,ft3 (total for entire model),777.3444,feet (monthly average),16.506931,cfs,1.9,1.9,2,2,2,2,1.9,1.5,1.9,1.9,1.8
44bed2870fbc335be942e269079d897b.csv,3200000000,ft3 (total for entire model),782.01105,feet (monthly average),18.14749,cfs,2,1.9,1.9,2,0.6,1.9,2,0.6,2,1.9,2
44c06f5970211da6d70c889c947d035b.csv,3080000000,ft3 (total for entire model),782.5466,feet (monthly average),18.301857,cfs,2,2,1.9,1.9,1.9,2,1.9,0.5,2,1.9,2
44c1ef5e2cd97384e22ec8d1d75d05a4.csv,3090000000,ft3 (total for entire model),782.588,feet (monthly average),18.283434,cfs,1.9,1.9,1.9,1.9,1.9,1.9,2,0.6,1.9,0.8,1.9
44d3b92a0cf9406e6e95ad5333d71594.csv,3080000000,ft3 (total for entire model),782.6689,feet (monthly average),18.284117,cfs,1.9,1.9,1.8,1.9,1.9,2,1.9,0.5,1.9,1.9,2
44d625618d25c4b1ddcdd57b945c04a8.csv,3360000000,ft3 (total for entire model),781.2055,feet (monthly average),18.02259,cfs,2,1.7,2,2,1.9,1.4,2,0.8,2,1.9,2
44daac412d57fd0923bfc4b5c8d1a479.csv,3120000000,ft3 (total for entire model),782.0207,feet (monthly average),18.311514,cfs,1.9,1.5,2,2,1.9,1.9,0.8,0.6,1.9,2,2
44dcf76f1bd58ddfa19d7f3e35e53862.csv,3320000000,ft3 (total for entire model),781.3703,feet (monthly average),17.96943,cfs,2,1.9,1.9,2,2,1.9,2,0.7,2,1.9,2
44e679d225f7cfa5bdc8416c4231483c.csv,3170000000,ft3 (total for entire model),782.21735,feet (monthly average),18.136692,cfs,1.9,1.9,2,2,1.9,2,1.9,0.8,0.8,2,1.7
44f34c439ed92e95361f4b13f8be7ec3.csv,3220000000,ft3 (total for entire model),781.7508,feet (monthly average),18.047426,cfs,2,1.9,2,0.5,1.9,1.9,2,0.8,2,1.9,1.8
44f90262ae1e489fa66be2a6821c506b.csv,3170000000,ft3 (total for entire model),782.18414,feet (monthly average),18.1074,cfs,1.9,1.9,2,1.9,1.9,2,1.9,0.8,1.9,2,1.7
44fcabb83f25205d7e2586f905dea580.csv,3180000000,ft3 (total for entire model),782.0969,feet (monthly average),18.096106,cfs,2,1.9,2,1.9,1.9,2,2,0.8,2,1.9,1.7
4500823f7afeac23c93d812631a1ed0e.csv,3130000000,ft3 (total for entire model),782.4163,feet (monthly average),18.21365,cfs,1.9,1.7,1.9,1.9,2,2,1.9,0.7,1.9,2,1.8
45016d8b727143209337ce1727dae67e.csv,3100000000,ft3 (total for entire model),782.0225,feet (monthly average),18.311106,cfs,2,1.5,1.9,2,1.3,2,1.9,0.6,2,1.9,1.9
4519392f7206403106d08f3a583881c5.csv,3990000000,ft3 (total for entire model),777.57574,feet (monthly average),16.908728,cfs,2,1.4,1.9,2,1.9,1.5,1.9,1.3,2,1.9,2
45212cf27a7e9e1f257f153589f7e6f7.csv,3350000000,ft3 (total for entire model),781.215,feet (monthly average),18.111385,cfs,1.9,1.5,1.1,2,2,1,2,1,2,1.9,1.8
4523cc78e76cdc2b57633df4cb7b0d8e.csv,3160000000,ft3 (total for entire model),781.7975,feet (monthly average),18.291128,cfs,1.9,1.4,1.9,2,1.9,1.6,2,0.7,2,2,1.9
452521e4fc7b80d164f401adbfca6c4c.csv,2800000000,ft3 (total for entire model),783.6102,feet (monthly average),18.640848,cfs,1.9,1.5,2,1.9,2,2,1.8,0.6,1.8,1.9,1.6
4526c9e3532b7dd471c7b3fe8d7cb720.csv,3240000000,ft3 (total for entire model),783.13806,feet (monthly average),18.117458,cfs,0.5,1.9,1.9,2,1.9,2,2,0.7,1.9,2,1.9
45271dd4f252c4a91595e5cdcaeaab77.csv,3190000000,ft3 (total for entire model),781.7405,feet (monthly average),18.333359,cfs,1.9,1.5,2,2,1.9,1.1,2,0.7,1.9,1.9,2
452ed67d2180b2f79206310bf3439df6.csv,3090000000,ft3 (total for entire model),782.92914,feet (monthly average),18.284899,cfs,1.9,1.9,0.8,1.9,1.9,1.9,1.9,0.6,1.9,2,1.9
4535c5a6efc748eb64269ad680c92ce9.csv,3910000000,ft3 (total for entire model),777.8664,feet (monthly average),16.933395,cfs,1.9,1.5,2,1.9,1.9,1.8,1.9,1.2,1.9,2,2
4536b5a7e15ac74b51533f3cb88f9049.csv,3200000000,ft3 (total for entire model),781.5372,feet (monthly average),18.18254,cfs,1.9,1.5,1.9,1.7,2,1.9,1.9,0.7,2,2,1.9
453754c3a667d71f3757af55a58cf054.csv,2600000000,ft3 (total for entire model),785.2026,feet (monthly average),18.83522,cfs,2,1.9,2,2,2,1.9,2,0.5,2,1.9,1.5
4537d05b2b2c838c3a466cb9c3aa08f9.csv,3070000000,ft3 (total for entire model),782.2314,feet (monthly average),18.381615,cfs,1.9,1.5,1.9,1.9,1.9,1.9,2,0.6,1.9,0.5,1.9
453e35741b29c643985be6a5b30a9867.csv,3120000000,ft3 (total for entire model),782.0146,feet (monthly average),18.273956,cfs,1.9,1.4,2,2,2,2,1.9,0.7,1.9,1.9,1.8
4543b4575b149ff4d84250e98dab893e.csv,3080000000,ft3 (total for entire model),782.1094,feet (monthly average),18.343893,cfs,2,1.5,1.9,2,2,1.9,1.9,0.6,1.7,2,1.9
4545dfcc3f286baf5eca3a4c518179ce.csv,3120000000,ft3 (total for entire model),782.52295,feet (monthly average),18.203577,cfs,1.9,1.9,1.9,2,2,1.9,1.8,0.7,1.9,2,1.8
454b58e0a877ad354ea9dc0e8a005d51.csv,3170000000,ft3 (total for entire model),782.683,feet (monthly average),18.142252,cfs,1.9,1.9,0.5,2,1.9,2,1.9,0.8,2,2,1.7
455980b5b55c43032672105b2479efb3.csv,3240000000,ft3 (total for entire model),781.8923,feet (monthly average),18.092333,cfs,1.9,1.9,1.9,1.9,1.9,2,2,0.7,0.5,2,1.9
455a2673e5f50b8c6ea1b1895eea9f82.csv,3250000000,ft3 (total for entire model),781.73987,feet (monthly average),18.023836,cfs,2,1.9,2,1.7,1.9,1.9,2,0.8,2,1.9,1.8
455a98b78a07373406612e730645bcfc.csv,3040000000,ft3 (total for entire model),782.8837,feet (monthly average),18.340887,cfs,1.9,1.9,1.9,2,1.9,1.9,1.5,0.5,1.9,1.9,2
455c25772c6979e0a2c0e14a832f7996.csv,3290000000,ft3 (total for entire model),781.08844,feet (monthly average),18.110783,cfs,1.9,1.5,2,2,0.9,1.8,1.9,0.7,2,2,2
45652e0db99f25940da569e1820be9f3.csv,3150000000,ft3 (total for entire model),781.65546,feet (monthly average),18.273582,cfs,1.9,1.5,2,1.5,2,1.8,1.9,0.6,2,2,2
4566088559dc44d183701341593760df.csv,3150000000,ft3 (total for entire model),781.6584,feet (monthly average),18.249514,cfs,1.9,1.4,2,0.6,1.9,1.8,2,0.7,2,2,1.9
456d61bc95c745571c93a497726989ff.csv,3210000000,ft3 (total for entire model),782.864,feet (monthly average),18.148438,cfs,1.2,1.9,2,2,1.9,1.8,1.9,0.7,2,2,1.9
456ff33ebc9af55d1030b6c62e01c45f.csv,3190000000,ft3 (total for entire model),782.7409,feet (monthly average),18.262045,cfs,0.7,1.5,2,2,1.9,2,1.8,0.6,1.8,2,2
45823aba0d662bba4c17cfdd93ae7651.csv,3170000000,ft3 (total for entire model),782.7359,feet (monthly average),18.283134,cfs,0.8,1.5,2,1.9,1.9,1.9,1.9,0.6,1.9,2,2
4589445bfa6abe8c2d618e49333519d7.csv,3110000000,ft3 (total for entire model),782.88367,feet (monthly average),18.315414,cfs,1.2,1.5,1.9,1.9,2,1.9,1.9,0.7,2,2,1.8
459cd5b8e7dd31546092a52ac9d6b24a.csv,3350000000,ft3 (total for entire model),781.242,feet (monthly average),18.013803,cfs,2,1.8,2,1.4,1.9,1.4,2,0.8,2,1.9,2
459e39d98c5776fc8fdbdbf00d13301c.csv,3180000000,ft3 (total for entire model),781.7962,feet (monthly average),18.2266,cfs,2,1.5,0.9,1.9,2,2,1.9,0.6,2,1.9,2
45b78d79c2e9050673e510582218fcf0.csv,3110000000,ft3 (total for entire model),781.9934,feet (monthly average),18.291761,cfs,2,1.5,1.9,1.9,0.8,1.9,1.9,0.7,2,2,1.8
45c4b958ba54c5124373172a69af8053.csv,3320000000,ft3 (total for entire model),781.45447,feet (monthly average),18.014482,cfs,1.9,1.8,2,2,0.9,1.9,2,0.7,1.9,1.9,2
45dc394a8b0d94c194f75890c58608ad.csv,2740000000,ft3 (total for entire model),784.549,feet (monthly average),18.653095,cfs,1.9,1.8,2,1.9,2,1.9,1.9,0.7,1.9,1.9,1.4
45dcbae8960345334c6bed26428a25c3.csv,3230000000,ft3 (total for entire model),781.3787,feet (monthly average),18.136892,cfs,1.9,1.5,2,2,1.9,2,2,0.7,2,1.9,1.9
45f16d034cf1098be306bdf4a375133b.csv,3190000000,ft3 (total for entire model),782.781,feet (monthly average),18.264547,cfs,0.7,1.5,2,2,2,1.8,1.9,0.7,1.9,1.9,1.9
46106f38cbae4ad624bf577226ff12e9.csv,2690000000,ft3 (total for entire model),784.6372,feet (monthly average),18.725544,cfs,2,1.9,2,2,2,1.9,2,0.5,2,2,1.6
461372e6c97f8657fe082b1da3695d5e.csv,3220000000,ft3 (total for entire model),781.90125,feet (monthly average),18.0985,cfs,2,1.9,2,2,0.6,1.9,1.9,0.7,1.9,1.9,1.9
461b369811398f227e53fdc5e96a8674.csv,3230000000,ft3 (total for entire model),781.4059,feet (monthly average),18.145895,cfs,1.9,1.5,1.9,1.9,1.5,2,2,0.7,1.9,2,1.9
46252b45c9232a03cef98c819a970feb.csv,3280000000,ft3 (total for entire model),781.1194,feet (monthly average),18.109177,cfs,1.9,1.5,1.9,1.9,1.9,1.8,1.9,0.7,1.9,2,2
462a19062f67c4cca707d88add1369a1.csv,3230000000,ft3 (total for entire model),781.49274,feet (monthly average),18.240572,cfs,1.9,1.5,1.9,2,2,1.5,1.9,0.7,1.9,0.8,2
4636eef831ca43005ba32e9771b69993.csv,3120000000,ft3 (total for entire model),782.13495,feet (monthly average),18.383,cfs,1.9,1.5,2,1.9,1.9,1.1,2,0.8,2,1.9,1.8
46495c6e2f97ebfb68211a15f3d5a719.csv,3150000000,ft3 (total for entire model),782.2371,feet (monthly average),18.15752,cfs,2,1.9,1.9,2,1.4,2,2,0.7,1.9,2,1.8
464a31b9d7ade7a8bbba9dd6312d9176.csv,1990000000,ft3 (total for entire model),788.1148,feet (monthly average),19.536163,cfs,1.9,1.5,2,2,2,2,1.9,0.7,1.9,1.9,0.6
464b71117aa14ce2e247f63e91f43966.csv,1840000000,ft3 (total for entire model),788.9211,feet (monthly average),19.76743,cfs,1.9,1.5,2,2,1.9,1.8,1.9,0.6,1.9,2,0.6
464b751218ced05843200038ec5e8089.csv,3060000000,ft3 (total for entire model),782.66235,feet (monthly average),18.478724,cfs,1.9,0.8,2,1.9,2,1.9,2,0.6,1.9,2,1.9
4652121f2a2503f602b4f4debaa5e87c.csv,3120000000,ft3 (total for entire model),782.4786,feet (monthly average),18.189085,cfs,2,1.9,1.9,1.9,2,2,1.5,0.7,1.9,2,1.8
46578cbd31c71d14ec8d28d3ea6a7752.csv,3260000000,ft3 (total for entire model),781.8809,feet (monthly average),18.041693,cfs,1.9,1.9,1.8,2,1.9,2,1.9,0.8,1.9,0.7,1.8
46580d0a67e961885729f48197b27af3.csv,4130000000,ft3 (total for entire model),777.37024,feet (monthly average),16.559963,cfs,2,1.9,2,2,1.9,1.9,1.9,1.5,2,2,1.8
4659b9ea8acaac4f94bca1ffd43f60d6.csv,3180000000,ft3 (total for entire model),781.5655,feet (monthly average),18.225615,cfs,2,1.5,1.9,2,1.9,1.9,2,0.6,2,1.9,2
466a13ff8c1f550d2f60e062c4cc6b48.csv,3100000000,ft3 (total for entire model),782.54565,feet (monthly average),18.243076,cfs,1.9,1.9,2,2,2,1.9,2,0.6,2,1.9,1.9
466dee9ee56fd016eefca6ce0de6bc66.csv,2700000000,ft3 (total for entire model),784.45264,feet (monthly average),18.821884,cfs,1.9,1.5,2,2,2,1.2,2,0.9,2,2,1.2
4671408ae4cb5e7fb6778ee8faa7dcee.csv,3040000000,ft3 (total for entire model),782.4159,feet (monthly average),18.386003,cfs,2,1.5,1.9,2,1.9,2,0.8,0.6,1.9,1.9,1.9
46723a4171f38253adba94a7886c375b.csv,3290000000,ft3 (total for entire model),781.8543,feet (monthly average),18.122248,cfs,1.9,1.9,2,1.9,2,1,1.1,0.9,1.9,1.9,1.9
467552db536a68088a65e9074bd6468c.csv,3240000000,ft3 (total for entire model),781.85834,feet (monthly average),18.053549,cfs,1.9,1.9,1.9,2,1.9,2,2,0.7,2,1.8,1.9
46764899d5b6d85f77a1f160ed992c61.csv,3790000000,ft3 (total for entire model),778.5488,feet (monthly average),17.169895,cfs,1.9,1.5,2,1.9,1.9,1.8,1.9,1.1,1.9,2,2
46781e88f3667cbf7410e5e623617f28.csv,3060000000,ft3 (total for entire model),782.67267,feet (monthly average),18.30671,cfs,2,1.9,1.9,1.9,2,1.9,1.9,0.5,2,1.9,2
467b2f3a9c6ce09a8f96b7e4faa1ddf5.csv,3180000000,ft3 (total for entire model),782.07074,feet (monthly average),18.169716,cfs,1.9,1.9,2,2,2,1.8,2,0.6,2,1.9,2
468cfeffd1f14324073086ec53cd736c.csv,3200000000,ft3 (total for entire model),782.319,feet (monthly average),18.1416,cfs,2,1.9,0.5,1.9,1.9,2,2,0.6,2,1.9,2
4691d25405e71e25255d855c6e95b0ec.csv,1980000000,ft3 (total for entire model),788.2391,feet (monthly average),19.570002,cfs,1.9,1.5,1.9,2,1.9,1.9,1.9,0.7,2,1.9,0.6
469c6f15617797ec55f2c90524d8fcd8.csv,3160000000,ft3 (total for entire model),781.6554,feet (monthly average),18.27187,cfs,1.9,1.5,2,2,1.4,1.8,1.9,0.6,1.9,2,2
469ce782b51bdc496ddd51bc1875dd67.csv,3270000000,ft3 (total for entire model),782.00226,feet (monthly average),18.18253,cfs,1.9,1.9,1,1,2,1,2,0.8,2,1,2
46a0979116b5abe9416e7403649ed233.csv,3370000000,ft3 (total for entire model),781.3781,feet (monthly average),18.054459,cfs,1.5,1.5,1.9,2,1.9,1.5,2,0.8,2,1.9,2
46a3621d387ee2274d3c29fa537f0a4f.csv,3130000000,ft3 (total for entire model),782.44434,feet (monthly average),18.219082,cfs,2,1.9,1.9,2,2,1.9,0.8,0.6,1.9,2,2
46acfbd80e30f25bbe6439ac76ceadc5.csv,3310000000,ft3 (total for entire model),781.89404,feet (monthly average),18.132433,cfs,2,1.9,0.9,2,2,1,2,0.8,2,2,2
46ad7279103403bc5d9e9dcc51e60485.csv,3170000000,ft3 (total for entire model),782.355,feet (monthly average),18.11841,cfs,1.9,1.9,1.4,2,1.9,2,1.9,0.8,2,2,1.7
46aeaa47084959fb117a505012a596ac.csv,3100000000,ft3 (total for entire model),782.5673,feet (monthly average),18.263262,cfs,1.9,1.9,2,2,2,1.9,2,0.6,1.3,1.9,1.9
46bab7b006bbc890c1991089a24f1e48.csv,3080000000,ft3 (total for entire model),782.549,feet (monthly average),18.314085,cfs,2,1.9,1.9,1.9,1.9,2,1.9,0.5,0.5,2,2
46c5e130396906275861113cb63da7bb.csv,3230000000,ft3 (total for entire model),781.9013,feet (monthly average),18.15112,cfs,1.6,1.5,1.9,1.9,2,2,2,0.7,2,2,1.9
46c6f74732009ef590770d800c6c123c.csv,3120000000,ft3 (total for entire model),782.48364,feet (monthly average),18.216002,cfs,1.9,1.9,1.9,2,1.3,2,2,0.6,2,2,1.9
46cb36777530e583ccfbad0debe78f1e.csv,3140000000,ft3 (total for entire model),782.1933,feet (monthly average),18.127043,cfs,1.9,1.9,2,0.9,1.9,2,1.9,0.8,1.9,2,1.7
46cb5e63d5dad6648a98f4684b5fac4f.csv,3600000000,ft3 (total for entire model),779.9581,feet (monthly average),17.587639,cfs,2,1.9,2,1.9,1.9,1.9,2,1,2,1.9,1.9
46ccbebcf4f41d45c0e8fb619ef1f6c0.csv,3160000000,ft3 (total for entire model),782.2043,feet (monthly average),18.399738,cfs,2,0.5,1.9,1.9,1.9,2,2,0.6,2,1.9,2
46cdc8b3a82af97a5b39152afa58f02e.csv,3180000000,ft3 (total for entire model),782.144,feet (monthly average),18.184113,cfs,2,1.9,1.7,2,1.9,1.8,1.9,0.6,1.9,1.9,2
46cfdd7a65eb0e01946f3b21a2184c91.csv,3050000000,ft3 (total for entire model),782.32324,feet (monthly average),18.377893,cfs,1.9,1.5,2,1.9,1.9,1.9,1.4,0.6,2,1.9,1.9
46e0ce01b5d6216a7f2dca86b90063cd.csv,3200000000,ft3 (total for entire model),781.9202,feet (monthly average),18.10809,cfs,2,1.9,2,1.9,2,2,1.9,0.6,2,1.9,2
46e346f2e218961be1ace12affb3c2d5.csv,3240000000,ft3 (total for entire model),781.87354,feet (monthly average),18.0753,cfs,1.9,1.9,1.9,1.9,1.9,2,2,0.7,1.1,2,1.9
46e7768590891ef4e433159bef24663a.csv,3220000000,ft3 (total for entire model),781.5473,feet (monthly average),18.266869,cfs,1.9,1.5,2,2,1.9,1.3,2,0.7,1.9,1.9,2
46ea01a0d0f3391c3ee43085aceda92c.csv,3090000000,ft3 (total for entire model),782.68634,feet (monthly average),18.37069,cfs,2,1.9,1.9,1.9,1.9,1.2,2,0.6,2,1.9,2
46f8e6f40b6d3bc2fd8288a183b4f8ff.csv,3050000000,ft3 (total for entire model),782.86676,feet (monthly average),18.260323,cfs,1.9,1.9,1.9,2,2,2,2,0.7,2,2,1.7
4705abf8d45147dc836a266dca9a0a04.csv,2440000000,ft3 (total for entire model),785.7479,feet (monthly average),19.071795,cfs,2,1.5,1.9,2,1.9,1.6,1.9,0.8,2,2,1
470a22618c6356acc51df0faa2400a52.csv,3340000000,ft3 (total for entire model),782.4108,feet (monthly average),18.098497,cfs,1,1.9,2,1.9,1.9,1,2,0.9,1.9,1.9,1.9
471167b134408e21fa57203cce656a69.csv,3170000000,ft3 (total for entire model),781.57104,feet (monthly average),18.235437,cfs,2,1.5,2,1.9,1.5,1.9,1.9,0.6,1.9,2,2
471932fe4283acf612fcf2f526028de4.csv,2140000000,ft3 (total for entire model),787.29144,feet (monthly average),19.407997,cfs,1.9,1.5,1.9,2,1.9,1.9,2,0.6,1.9,1.9,0.9
4723acdb4ddb04b0fb66170985a4e9ba.csv,1740000000,ft3 (total for entire model),789.43536,feet (monthly average),19.870604,cfs,1.9,1.5,2,2,2,1.8,1.9,0.6,2,2,0.5
472412b9ab3c060ce5adb7bb052122a5.csv,3210000000,ft3 (total for entire model),781.80426,feet (monthly average),18.245247,cfs,1.9,1,1.9,1.9,1.9,2,2,0.7,2,1.9,1.9
4725f18211a6fe4f29fabf63dea00519.csv,3180000000,ft3 (total for entire model),782.08905,feet (monthly average),18.208082,cfs,1.9,2,2,2,1.9,1.8,1.9,0.6,1.9,1.9,2
47274a1bf4c8d21691c4cb8f01fa9b25.csv,3210000000,ft3 (total for entire model),782.01355,feet (monthly average),18.151657,cfs,1.9,1.8,2,1.9,2,1.9,1.9,0.7,1.9,0.8,1.9
473fd812cea99c275d06d51192d1b72b.csv,3240000000,ft3 (total for entire model),781.87976,feet (monthly average),18.080982,cfs,1.9,1.9,1.9,1.9,1.9,2,2,0.7,0.9,2,1.9
47522c4031b51992fe28f0fb1d4f81a1.csv,3240000000,ft3 (total for entire model),781.7998,feet (monthly average),18.091902,cfs,2,1.6,2,1.9,1.9,1.9,2,0.8,2,1.9,1.8
4755f0778ec3210d46a3377dc09249f3.csv,3240000000,ft3 (total for entire model),781.848,feet (monthly average),18.051514,cfs,1.9,1.9,1.9,2,1.8,2,2,0.7,1.9,2,1.9
4758a605e873e5ebc61ab8a675d2fb33.csv,3220000000,ft3 (total for entire model),781.47375,feet (monthly average),18.150702,cfs,1.8,1.5,2,1.9,1.9,2,1.9,0.7,1.9,2,1.9
475a3acff68dcbc962218c73cdf57018.csv,3220000000,ft3 (total for entire model),781.429,feet (monthly average),18.150282,cfs,1.9,1.5,2,2,1.9,2,1.9,0.7,2,1.7,1.9
475ac333ce0247b80a19442643e317f9.csv,4740000000,ft3 (total for entire model),773.8103,feet (monthly average),15.441991,cfs,2,1.5,1.9,2,1.9,1.5,1.9,1.9,2,1.9,2
476017572aaf9d33af2c354f0a9969be.csv,3250000000,ft3 (total for entire model),781.8191,feet (monthly average),18.055529,cfs,2,1.9,2,2,1.9,1.9,2,0.8,2,0.7,1.8
4764e1600a0d5aa0da8cbc8f3f7a6b4a.csv,3000000000,ft3 (total for entire model),782.7245,feet (monthly average),18.518229,cfs,1.9,1.5,1.9,1.9,2,1.2,1.9,0.7,2,2,1.8
47693e87a8bc37d6c9b3968ca1ab1ed8.csv,3370000000,ft3 (total for entire model),780.72205,feet (monthly average),18.044453,cfs,1.9,1.5,2,2,0.5,1.5,2,0.8,2,2,2
4769c64134f7b89676b735344eae508a.csv,2710000000,ft3 (total for entire model),784.12415,feet (monthly average),18.747581,cfs,1.9,1.5,2,1.9,2,2,1.8,0.6,1.8,1.9,1.5
476a54730fd94366662e0c5b03c4a427.csv,3370000000,ft3 (total for entire model),781.9704,feet (monthly average),18.105816,cfs,0.7,1.5,2,2,2,1.1,2,1,2,1.9,1.8
476d23cdeeb19cf94b1e80c3933bd0e0.csv,3080000000,ft3 (total for entire model),783.28015,feet (monthly average),18.295637,cfs,1.5,1.9,1.9,1.9,1.9,2,1.9,0.5,1.9,2,2
476ee6ae415712bdadde14c420bb9079.csv,3350000000,ft3 (total for entire model),780.7865,feet (monthly average),18.084385,cfs,2,1.5,2,1.9,0.6,1.4,1.9,0.8,2,1.9,2
477440d9ee94baf52a45190687031f03.csv,3170000000,ft3 (total for entire model),782.4797,feet (monthly average),18.123703,cfs,1.9,1.9,1.2,2,1.9,2,1.9,0.8,2,2,1.7
477e235c7de388ffdd533aed4f070de5.csv,3060000000,ft3 (total for entire model),782.7376,feet (monthly average),18.315596,cfs,1.9,1.9,1.9,1.9,1.8,1.9,1.9,0.5,1.9,1.9,2
47842e654f5e2651a6b16f2b9a74c258.csv,3220000000,ft3 (total for entire model),782.236,feet (monthly average),18.176382,cfs,1.2,1.5,2,2,2,2,1.9,0.7,1.9,1.9,1.9
478d26ca4739d2dfb039b0caba2d6632.csv,3300000000,ft3 (total for entire model),781.0536,feet (monthly average),18.070332,cfs,1.9,1.5,1.8,2,1.9,1.9,1.9,0.7,2,1.9,2
479348764ba2a3c29940b4517ec3b862.csv,3150000000,ft3 (total for entire model),781.7996,feet (monthly average),18.316166,cfs,2,1.5,1.9,2,0.8,1.5,1.9,0.7,2,2,1.9
4796a553a30d8319c31bace426ee7382.csv,3110000000,ft3 (total for entire model),782.54865,feet (monthly average),18.225302,cfs,2,1.9,1.8,2,2,1.8,1.9,0.7,2,2,1.8
479955ebed327eac16314699ecd80491.csv,3240000000,ft3 (total for entire model),781.789,feet (monthly average),18.05627,cfs,2,1.9,1.9,2,0.8,2,2,0.7,1.9,2,1.9
479fe48bf13ed68695b0ba1f3cba20bb.csv,3240000000,ft3 (total for entire model),781.8549,feet (monthly average),18.058273,cfs,1.9,1.9,1.9,1.9,1.9,2,2,0.7,1.7,2,1.9
47a61426500b1bdbf522736ea7bf806a.csv,3210000000,ft3 (total for entire model),781.60284,feet (monthly average),18.188538,cfs,1.9,1.5,1.7,2,1.9,1.9,1.9,0.7,1.9,1.9,1.9
47b10416cedc158b7a1f87d268476e09.csv,3190000000,ft3 (total for entire model),782.05896,feet (monthly average),18.14834,cfs,2,1.9,1.5,1.9,1.9,1.9,2,0.6,2,1.9,2
47b1764df92602bf62c7ec52345f55b6.csv,3030000000,ft3 (total for entire model),783.0451,feet (monthly average),18.575653,cfs,1.9,0.5,2,2,2,1.8,1.9,0.6,2,2,1.9
